la_code,year,qof_prevalence,period
E06000013,2015,16.9493169601589,2015/16
E06000013,2016,16.9103634466174,2016/17
E06000013,2017,16.8757370485149,2017/18
E06000013,2018,16.9834420690068,2018/19
E06000013,2019,17.0564786206599,2019/20
E06000013,2020,16.8747682037335,2020/21
E06000013,2021,16.909029782647,2021/22
E06000013,2022,17.3182092227907,2022/23
E06000013,2023,17.822979834153,2023/24
E06000013,2024,18.30987402,2024/25
E06000014,2012,13.0007983916736,2012/13
E06000014,2013,12.2045158683844,2013/14
E06000014,2014,12.1256974203755,2014/15
E06000014,2015,12.1766123177917,2015/16
E06000014,2016,11.6555082166768,2016/17
E06000014,2017,12.170545007847,2017/18
E06000014,2018,12.1460094829299,2018/19
E06000014,2019,12.1999423028069,2019/20
E06000014,2020,12.1328114548585,2020/21
E06000014,2021,12.3666572264703,2021/22
E06000014,2022,13.0960459742469,2022/23
E06000014,2023,13.7296583764416,2023/24
E06000014,2024,14.39858394,2024/25
E06000015,2012,13.5712169067426,2012/13
E06000015,2013,13.4567533311551,2013/14
E06000015,2014,13.3662254512269,2014/15
E06000015,2015,13.4051235796861,2015/16
E06000015,2016,13.184704230186,2016/17
E06000015,2017,13.0593304607226,2017/18
E06000015,2018,13.0778163299569,2018/19
E06000015,2019,13.0597605536565,2019/20
E06000015,2020,12.8129350969262,2020/21
E06000015,2021,12.8429732470988,2021/22
E06000015,2022,13.3488626754745,2022/23
E06000015,2023,13.6607468196004,2023/24
E06000015,2024,14.18079804,2024/25
E06000016,2012,11.5497757942608,2012/13
E06000016,2013,11.7560810953355,2013/14
E06000016,2014,11.8468659725605,2014/15
E06000016,2015,11.7893314298343,2015/16
E06000016,2016,12.0552041118909,2016/17
E06000016,2017,12.1481061087899,2017/18
E06000016,2018,12.1489247815119,2018/19
E06000016,2019,12.1329355941171,2019/20
E06000016,2020,12.165342294667,2020/21
E06000016,2021,12.2220765661796,2021/22
E06000016,2022,12.3402196868695,2022/23
E06000016,2023,12.5829258417168,2023/24
E06000016,2024,13.0193432,2024/25
E06000017,2012,16.4474240162249,2012/13
E06000017,2013,16.5307034698553,2013/14
E06000017,2014,16.5421054093852,2014/15
E06000017,2015,16.4611070271448,2015/16
E06000017,2016,16.7577315425403,2016/17
E06000017,2017,16.6675457566327,2017/18
E06000017,2018,16.8297354661697,2018/19
E06000017,2019,17.0479817991257,2019/20
E06000017,2020,17.3152330371767,2020/21
E06000017,2021,17.9898608254818,2021/22
E06000017,2022,18.4870368178051,2022/23
E06000017,2023,19.0124671916011,2023/24
E06000017,2024,19.91145287,2024/25
E06000018,2012,10.3876189123953,2012/13
E06000018,2013,10.4658664180093,2013/14
E06000018,2014,10.4519554806669,2014/15
E06000018,2015,10.4696675866181,2015/16
E06000018,2016,10.4887388849224,2016/17
E06000018,2017,10.407311407198,2017/18
E06000018,2018,10.3317527914409,2018/19
E06000018,2019,10.3640040444894,2019/20
E06000018,2020,10.3662723856701,2020/21
E06000018,2021,10.4176478824832,2021/22
E06000018,2022,10.6192766025513,2022/23
E06000018,2023,11.0151123185873,2023/24
E06000018,2024,11.36793074,2024/25
E06000019,2012,15.879882379354,2012/13
E06000019,2013,15.9739290730337,2013/14
E06000019,2014,16.0285748615496,2014/15
E06000019,2015,16.0473375343771,2015/16
E06000019,2016,16.1432059459401,2016/17
E06000019,2017,16.3565953582779,2017/18
E06000019,2018,16.5230259830825,2018/19
E06000019,2019,16.6573152657209,2019/20
E06000019,2020,16.4270939426075,2020/21
E06000019,2021,16.5521393427308,2021/22
E06000019,2022,17.3762488646685,2022/23
E06000019,2023,18.345318194201,2023/24
E06000019,2024,19.17636866,2024/25
E06000020,2012,13.790859459584,2012/13
E06000020,2013,13.690839498708,2013/14
E06000020,2014,13.6972640403858,2014/15
E06000020,2015,13.7027465260292,2015/16
E06000020,2016,13.7129275601943,2016/17
E06000020,2017,13.7677932362899,2017/18
E06000020,2018,13.8483412322275,2018/19
E06000020,2019,14.0950031612442,2019/20
E06000020,2020,13.9771276841139,2020/21
E06000020,2021,14.1469558427164,2021/22
E06000020,2022,14.5056537120006,2022/23
E06000020,2023,15.4324856081032,2023/24
E06000020,2024,16.07652564,2024/25
E06000021,2012,16.4580105136634,2012/13
E06000021,2013,16.5810420887705,2013/14
E06000021,2014,16.4287986503537,2014/15
E06000021,2015,16.3237039267433,2015/16
E06000021,2016,16.1533473820716,2016/17
E06000021,2017,16.4011504925197,2017/18
E06000021,2018,16.4388711273896,2018/19
E06000021,2019,16.4667909322661,2019/20
E06000021,2020,16.2050402880165,2020/21
E06000021,2021,16.329494548653,2021/22
E06000021,2022,16.7097457271062,2022/23
E06000021,2023,16.8451020764743,2023/24
E06000021,2024,17.18341136,2024/25
E06000022,2012,12.8093254108366,2012/13
E06000022,2013,12.8070016962251,2013/14
E06000022,2014,12.660301621948,2014/15
E06000022,2015,12.6409329651953,2015/16
E06000022,2016,12.6241667357498,2016/17
E06000022,2017,12.589360453369,2017/18
E06000022,2018,12.6783071005281,2018/19
E06000022,2019,12.8572960923035,2019/20
E06000022,2020,12.7541477849014,2020/21
E06000022,2021,12.7289204568979,2021/22
E06000022,2022,13.1011435196763,2022/23
E06000022,2023,13.5913790303665,2023/24
E06000022,2024,13.98508246,2024/25
E06000023,2012,10.9066386436414,2012/13
E06000023,2013,10.7888718503268,2013/14
E06000023,2014,10.8729158194388,2014/15
E06000023,2015,10.8071767805784,2015/16
E06000023,2016,10.7950541608688,2016/17
E06000023,2017,10.5955697400806,2017/18
E06000023,2018,10.4440187659905,2018/19
E06000023,2019,10.3566180938387,2019/20
E06000023,2020,10.2649164941136,2020/21
E06000023,2021,10.1152308846845,2021/22
E06000023,2022,10.5190212792489,2022/23
E06000023,2023,10.8654884355288,2023/24
E06000023,2024,11.24668526,2024/25
E06000024,2012,15.4771417558967,2012/13
E06000024,2013,15.5160881421575,2013/14
E06000024,2014,15.6664866777143,2014/15
E06000024,2015,15.9282505407554,2015/16
E06000024,2016,16.2404329914164,2016/17
E06000024,2017,16.0971602590577,2017/18
E06000024,2018,16.1145459290658,2018/19
E06000024,2019,16.1811097507574,2019/20
E06000024,2020,16.068539851601,2020/21
E06000024,2021,16.2456994209952,2021/22
E06000024,2022,16.9533824596369,2022/23
E06000024,2023,17.2633872976339,2023/24
E06000024,2024,17.62638644,2024/25
E06000025,2012,13.9472027985528,2012/13
E06000025,2013,13.9956965821964,2013/14
E06000025,2014,13.9251999164245,2014/15
E06000025,2015,13.9229237083535,2015/16
E06000025,2016,13.9711354703108,2016/17
E06000025,2017,14.0282668503234,2017/18
E06000025,2018,14.0241398527557,2018/19
E06000025,2019,14.2206853006175,2019/20
E06000025,2020,14.1474493106541,2020/21
E06000025,2021,14.26149973246,2021/22
E06000025,2022,15.0831366564336,2022/23
E06000025,2023,15.5668260568512,2023/24
E06000025,2024,15.91308338,2024/25
E06000026,2012,14.0519480519481,2012/13
E06000026,2013,13.9804761256592,2013/14
E06000026,2014,14.3020402314292,2014/15
E06000026,2015,14.072706167889,2015/16
E06000026,2016,13.9497339553826,2016/17
E06000026,2017,13.857792275393,2017/18
E06000026,2018,14.186595106351,2018/19
E06000026,2019,13.8685487128827,2019/20
E06000026,2020,13.9386726881895,2020/21
E06000026,2021,13.9079356985669,2021/22
E06000026,2022,14.4483635904692,2022/23
E06000026,2023,15.167529963574,2023/24
E06000026,2024,15.83871423,2024/25
E06000027,2012,16.7003399507658,2012/13
E06000027,2013,16.6205631025416,2013/14
E06000027,2014,16.7907606083684,2014/15
E06000027,2015,16.8938773544005,2015/16
E06000027,2016,17.3579329735054,2016/17
E06000027,2017,17.6004192358474,2017/18
E06000027,2018,17.6244382117393,2018/19
E06000027,2019,17.8162547028601,2019/20
E06000027,2020,17.8395763664134,2020/21
E06000027,2021,17.995235723995,2021/22
E06000027,2022,18.5704877491499,2022/23
E06000027,2023,19.2143317922804,2023/24
E06000027,2024,19.87399732,2024/25
E06000030,2012,13.6768277479707,2012/13
E06000030,2013,13.566757493188,2013/14
E06000030,2014,13.7137263002847,2014/15
E06000030,2015,13.8466693472725,2015/16
E06000030,2016,14.0162558529905,2016/17
E06000030,2017,14.1244189582519,2017/18
E06000030,2018,14.3164463490736,2018/19
E06000030,2019,14.3550878019837,2019/20
E06000030,2020,14.291624701718,2020/21
E06000030,2021,14.4187993499352,2021/22
E06000030,2022,15.1152650490533,2022/23
E06000030,2023,15.4850155230311,2023/24
E06000030,2024,15.87290415,2024/25
E06000031,2012,12.2025189615014,2012/13
E06000031,2013,12.1022035819305,2013/14
E06000031,2014,11.948205727585,2014/15
E06000031,2015,11.7748392096469,2015/16
E06000031,2016,11.745805756503,2016/17
E06000031,2017,11.7976312546448,2017/18
E06000031,2018,12.0912036460095,2018/19
E06000031,2019,12.0800280492615,2019/20
E06000031,2020,12.0100365319362,2020/21
E06000031,2021,12.1631883414959,2021/22
E06000031,2022,12.5711374900314,2022/23
E06000031,2023,12.9648504496539,2023/24
E06000031,2024,13.4356603,2024/25
E06000032,2012,11.8612529223723,2012/13
E06000032,2013,12.0689729053379,2013/14
E06000032,2014,12.1757329237624,2014/15
E06000032,2015,11.9976180925718,2015/16
E06000032,2016,12.056575048701,2016/17
E06000032,2017,12.1555390972484,2017/18
E06000032,2018,12.2207527040688,2018/19
E06000032,2019,12.2192715638839,2019/20
E06000032,2020,12.0135997130336,2020/21
E06000032,2021,12.1752081061674,2021/22
E06000032,2022,12.3112177359848,2022/23
E06000032,2023,12.2573172207527,2023/24
E06000032,2024,12.5278004,2024/25
E06000033,2012,15.1980340043629,2012/13
E06000033,2013,15.2691026300821,2013/14
E06000033,2014,15.3042791623399,2014/15
E06000033,2015,15.2195815800391,2015/16
E06000033,2016,15.1274811501327,2016/17
E06000033,2017,15.2470038000585,2017/18
E06000033,2018,15.3278004793732,2018/19
E06000033,2019,15.2861647968075,2019/20
E06000033,2020,14.9215349430351,2020/21
E06000033,2021,14.9335824538016,2021/22
E06000033,2022,15.0853889943074,2022/23
E06000033,2023,15.1488832471657,2023/24
E06000033,2024,15.74238711,2024/25
E06000034,2012,14.2351140942871,2012/13
E06000034,2013,14.1285884663109,2013/14
E06000034,2014,14.0749572892938,2014/15
E06000034,2015,13.9542613238793,2015/16
E06000034,2016,13.8692132557551,2016/17
E06000034,2017,13.8187078109932,2017/18
E06000034,2018,14.1823017547917,2018/19
E06000034,2019,14.1191994721795,2019/20
E06000034,2020,13.9182144734537,2020/21
E06000034,2021,14.0185649801399,2021/22
E06000034,2022,14.2607845874634,2022/23
E06000034,2023,14.6757841377125,2023/24
E06000034,2024,15.04423386,2024/25
E06000035,2012,14.3474654896117,2012/13
E06000035,2013,13.9344882366291,2013/14
E06000035,2014,14.1385449792625,2014/15
E06000035,2015,14.0539716936412,2015/16
E06000035,2016,14.0957284438023,2016/17
E06000035,2017,14.2773626065257,2017/18
E06000035,2018,14.697886372639,2018/19
E06000035,2019,14.4736022758184,2019/20
E06000035,2020,14.4605920347271,2020/21
E06000035,2021,14.6303842050465,2021/22
E06000035,2022,14.8910737787412,2022/23
E06000035,2023,15.0799225251687,2023/24
E06000035,2024,15.44870578,2024/25
E06000036,2012,10.9753902332399,2012/13
E06000036,2013,11.0654833618978,2013/14
E06000036,2014,11.1313210899977,2014/15
E06000036,2015,11.0916836998547,2015/16
E06000036,2016,11.7008901685463,2016/17
E06000036,2017,12.8630705394191,2017/18
E06000036,2018,12.8717576929273,2018/19
E06000036,2019,13.3297436831395,2019/20
E06000036,2020,13.2150980560745,2020/21
E06000036,2021,13.4291358407251,2021/22
E06000036,2022,13.6727539914584,2022/23
E06000036,2023,14.3852925866972,2023/24
E06000036,2024,14.61562537,2024/25
E06000037,2012,12.6745020513723,2012/13
E06000037,2013,12.908838090376,2013/14
E06000037,2014,12.9938683017862,2014/15
E06000037,2015,12.9950511382382,2015/16
E06000037,2016,13.1957035417635,2016/17
E06000037,2017,13.3935265165097,2017/18
E06000037,2018,13.5927061942762,2018/19
E06000037,2019,14.2808208111165,2019/20
E06000037,2020,14.1475094549069,2020/21
E06000037,2021,14.3783241473783,2021/22
E06000037,2022,14.8967231926559,2022/23
E06000037,2023,15.3376407231859,2023/24
E06000037,2024,15.96882592,2024/25
E06000038,2012,11.2688586920894,2012/13
E06000038,2013,11.2260443858166,2013/14
E06000038,2014,11.174238088916,2014/15
E06000038,2015,11.2827906386297,2015/16
E06000038,2016,11.2187205066462,2016/17
E06000038,2017,11.1849232555922,2017/18
E06000038,2018,11.1657593715546,2018/19
E06000038,2019,11.7932374265145,2019/20
E06000038,2020,11.7060820139423,2020/21
E06000038,2021,11.5818481080003,2021/22
E06000038,2022,11.7143694203241,2022/23
E06000038,2023,11.9854843316878,2023/24
E06000038,2024,12.28613083,2024/25
E06000039,2012,10.6834372976105,2012/13
E06000039,2013,10.9251137323272,2013/14
E06000039,2014,10.9093083198257,2014/15
E06000039,2015,10.924599557234,2015/16
E06000039,2016,12.0072605878284,2016/17
E06000039,2017,12.274122697549,2017/18
E06000039,2018,12.1695352261549,2018/19
E06000039,2019,12.4540614187627,2019/20
E06000039,2020,12.2199423576435,2020/21
E06000039,2021,12.2334776570542,2021/22
E06000039,2022,12.4734418764547,2022/23
E06000039,2023,12.413661306615,2023/24
E06000039,2024,12.65477696,2024/25
E06000040,2012,11.0963284835465,2012/13
E06000040,2013,11.2414163220998,2013/14
E06000040,2014,11.2617109045208,2014/15
E06000040,2015,11.4076256787424,2015/16
E06000040,2016,11.6158525822812,2016/17
E06000040,2017,12.8947706389885,2017/18
E06000040,2018,12.7890348398704,2018/19
E06000040,2019,13.1994056123907,2019/20
E06000040,2020,13.187733093168,2020/21
E06000040,2021,13.334871780079,2021/22
E06000040,2022,13.560385288767,2022/23
E06000040,2023,13.7694039578149,2023/24
E06000040,2024,14.00326338,2024/25
E06000041,2012,11.9371472371263,2012/13
E06000041,2013,12.0404488156254,2013/14
E06000041,2014,12.0597571594096,2014/15
E06000041,2015,12.1395849263437,2015/16
E06000041,2016,12.3232958460725,2016/17
E06000041,2017,12.4415507546611,2017/18
E06000041,2018,12.4785298257849,2018/19
E06000041,2019,12.9403009756904,2019/20
E06000041,2020,12.9206167472934,2020/21
E06000041,2021,12.7025824500667,2021/22
E06000041,2022,13.085192394071,2022/23
E06000041,2023,13.471968393099,2023/24
E06000041,2024,13.87954952,2024/25
E06000042,2012,11.9184504590455,2012/13
E06000042,2013,12.0560016212099,2013/14
E06000042,2014,12.1313460770956,2014/15
E06000042,2015,12.2195944008286,2015/16
E06000042,2016,12.2961857379768,2016/17
E06000042,2017,12.4659739307962,2017/18
E06000042,2018,12.7040115555498,2018/19
E06000042,2019,12.8637278947921,2019/20
E06000042,2020,12.7247781133056,2020/21
E06000042,2021,12.7494687593771,2021/22
E06000042,2022,13.0019103390405,2022/23
E06000042,2023,13.3724001416389,2023/24
E06000042,2024,13.77033348,2024/25
E06000043,2012,10.0235272193622,2012/13
E06000043,2013,9.96447847949439,2013/14
E06000043,2014,9.81211402825166,2014/15
E06000043,2015,9.75339714581818,2015/16
E06000043,2016,9.54001043779274,2016/17
E06000043,2017,9.84861186449036,2017/18
E06000043,2018,9.58054734877935,2018/19
E06000043,2019,9.68154389579807,2019/20
E06000043,2020,9.61116453386592,2020/21
E06000043,2021,9.5599945397461,2021/22
E06000043,2022,9.83508055750139,2022/23
E06000043,2023,10.1756196797259,2023/24
E06000043,2024,10.54989475,2024/25
E06000044,2012,12.140429392767,2012/13
E06000044,2013,12.1755915200586,2013/14
E06000044,2014,12.1686407219402,2014/15
E06000044,2015,12.1025305249179,2015/16
E06000044,2016,11.3816658847026,2016/17
E06000044,2017,11.9815213048221,2017/18
E06000044,2018,12.1285949073352,2018/19
E06000044,2019,12.3047969888684,2019/20
E06000044,2020,12.3435463283283,2020/21
E06000044,2021,11.9885888927849,2021/22
E06000044,2022,12.2378475566686,2022/23
E06000044,2023,12.5918135400587,2023/24
E06000044,2024,13.26741828,2024/25
E06000045,2012,10.8078211182399,2012/13
E06000045,2013,10.8043212747534,2013/14
E06000045,2014,10.8391674372087,2014/15
E06000045,2015,10.6829262891373,2015/16
E06000045,2016,10.5371095160382,2016/17
E06000045,2017,10.4969390149387,2017/18
E06000045,2018,10.5911018289982,2018/19
E06000045,2019,10.82958967659,2019/20
E06000045,2020,10.8298285629678,2020/21
E06000045,2021,10.7893637755812,2021/22
E06000045,2022,11.3565065809968,2022/23
E06000045,2023,11.5419851008944,2023/24
E06000045,2024,11.91796471,2024/25
E06000046,2012,16.8432061165796,2012/13
E06000046,2013,17.1227941280359,2013/14
E06000046,2014,17.3127070265699,2014/15
E06000046,2015,17.149078586232,2015/16
E06000046,2016,17.6937649746476,2016/17
E06000046,2017,17.8328164802304,2017/18
E06000046,2018,17.7670197925443,2018/19
E06000046,2019,18.1435559879393,2019/20
E06000046,2020,18.0035564954102,2020/21
E06000046,2021,18.4296379733099,2021/22
E06000046,2022,19.4068157175993,2022/23
E06000046,2023,20.2635417879475,2023/24
E06000046,2024,20.98038812,2024/25
E06000047,2012,16.0317371834179,2012/13
E06000047,2013,16.2241565509589,2013/14
E06000047,2014,16.3315029301832,2014/15
E06000047,2015,16.4424791777749,2015/16
E06000047,2016,16.5108020827432,2016/17
E06000047,2017,16.5518991931828,2017/18
E06000047,2018,16.8329786026193,2018/19
E06000047,2019,16.9571789497089,2019/20
E06000047,2020,16.9504300312945,2020/21
E06000047,2021,17.1634683977743,2021/22
E06000047,2022,17.8486861359182,2022/23
E06000047,2023,18.6475713690573,2023/24
E06000047,2024,19.34399407,2024/25
E06000049,2012,15.0547223982414,2012/13
E06000049,2013,15.1775543174334,2013/14
E06000049,2014,15.2525665871404,2014/15
E06000049,2015,15.3226999372606,2015/16
E06000049,2016,15.5154983116647,2016/17
E06000049,2017,15.6900720325713,2017/18
E06000049,2018,15.7759698849635,2018/19
E06000049,2019,15.8492969477243,2019/20
E06000049,2020,15.6252120389667,2020/21
E06000049,2021,15.6630668105656,2021/22
E06000049,2022,16.2577853290842,2022/23
E06000049,2023,16.7512137469149,2023/24
E06000049,2024,17.32104425,2024/25
E06000050,2012,14.5231900629013,2012/13
E06000050,2013,14.5752015827456,2013/14
E06000050,2014,14.6080880083069,2014/15
E06000050,2015,14.8024006151994,2015/16
E06000050,2016,14.9871394197527,2016/17
E06000050,2017,15.0745761969425,2017/18
E06000050,2018,15.0853787243255,2018/19
E06000050,2019,15.2093705189553,2019/20
E06000050,2020,15.059428926,2020/21
E06000050,2021,15.2606609949378,2021/22
E06000050,2022,15.917530548384,2022/23
E06000050,2023,16.3981232789994,2023/24
E06000050,2024,16.96761635,2024/25
E06000051,2012,15.5542883888341,2012/13
E06000051,2013,15.721916004898,2013/14
E06000051,2014,15.8353114565943,2014/15
E06000051,2015,16.0138066231678,2015/16
E06000051,2016,16.1946637873841,2016/17
E06000051,2017,16.5492357063078,2017/18
E06000051,2018,16.4867324880219,2018/19
E06000051,2019,16.7165909446969,2019/20
E06000051,2020,16.6261260140347,2020/21
E06000051,2021,16.8948546689115,2021/22
E06000051,2022,17.6394217667286,2022/23
E06000051,2023,18.1729893778452,2023/24
E06000051,2024,18.75676442,2024/25
E06000052,2012,14.9476258552945,2012/13
E06000052,2013,14.761170146852,2013/14
E06000052,2014,15.5820369933383,2014/15
E06000052,2015,15.4734427588375,2015/16
E06000052,2016,15.588247238108,2016/17
E06000052,2017,15.6843722632713,2017/18
E06000052,2018,15.3438826134831,2018/19
E06000052,2019,15.9336399902583,2019/20
E06000052,2020,15.9182172139137,2020/21
E06000052,2021,16.1441532258065,2021/22
E06000052,2022,16.8677479454254,2022/23
E06000052,2023,17.3726508551494,2023/24
E06000052,2024,18.07098356,2024/25
E06000053,2012,11.9250425894378,2012/13
E06000053,2013,12.9240017174753,2013/14
E06000053,2014,13.2379248658318,2014/15
E06000053,2015,12.4622682190599,2015/16
E06000053,2016,12.5378296584522,2016/17
E06000053,2017,12.585910652921,2017/18
E06000053,2019,11.9186046511628,2019/20
E06000053,2020,12.2988031366075,2020/21
E06000053,2021,12.1475953565506,2021/22
E06000053,2022,13.0798161303803,2022/23
E06000053,2023,13.1666666666667,2023/24
E06000054,2012,14.5862408932024,2012/13
E06000054,2013,14.7842876277997,2013/14
E06000054,2014,14.8607830716242,2014/15
E06000054,2015,15.1029302379181,2015/16
E06000054,2016,15.1834569947068,2016/17
E06000054,2017,15.3515968901252,2017/18
E06000054,2018,15.4659816711899,2018/19
E06000054,2019,15.5418846685697,2019/20
E06000054,2020,15.3938002388062,2020/21
E06000054,2021,15.5110275937098,2021/22
E06000054,2022,16.0210433127157,2022/23
E06000054,2023,16.4519577994718,2023/24
E06000054,2024,16.9170954,2024/25
E06000055,2012,13.1900970135288,2012/13
E06000055,2013,13.4456726400133,2013/14
E06000055,2014,13.5413997903808,2014/15
E06000055,2015,13.7036257403098,2015/16
E06000055,2016,13.5267493980771,2016/17
E06000055,2017,13.9729325622815,2017/18
E06000055,2018,14.195226967848,2018/19
E06000055,2019,14.3255580797577,2019/20
E06000055,2020,14.0629262049141,2020/21
E06000055,2021,14.1667438724355,2021/22
E06000055,2022,14.5710500500602,2022/23
